Apr 20 02:11:45 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:11:46 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:11:47 [32mINFO    [0m jubilant:_juju.py:308 cli: juju run --model testing --format json mysql/1 get-cluster-status --wait 300s --params /root/snap/juju/common/tmpc_wix318
Apr 20 02:11:54 [32mINFO    [0m integration.integration.test_backup_ceph:test_backup_ceph.py:320 Inserting value before backup
Apr 20 02:11:54 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:11:55 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:11:55 [32mINFO    [0m jubilant:_juju.py:308 cli: juju run --model testing --format json mysql/1 get-cluster-status --wait 300s --params /root/snap/juju/common/tmpoevim8nn
Apr 20 02:12:01 [32mINFO    [0m jubilant:_juju.py:308 cli: juju run --model testing --format json mysql/1 get-password --params /root/snap/juju/common/tmp6w0mhilz
Apr 20 02:12:06 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:12:07 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:12:07 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:12:08 [32mINFO    [0m jubilant:_juju.py:308 cli: juju run --model testing --format json mysql/1 get-password --params /root/snap/juju/common/tmp_tj93kdd
Apr 20 02:12:13 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:12:13 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:12:14 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Apr 20 02:12:14 [32mINFO    [0m integration.integration.test_backup_ceph:test_backup_ceph.py:325 Setting s3 config and credentials
Apr 20 02:12:14 [32mINFO    [0m jubilant:_juju.py:308 cli: juju add-secret --model testing 32f185d6 --file /root/snap/juju/common/tmpppu433n8
Apr 20 02:12:14 [32mINFO    [0m jubilant:_juju.py:308 cli: juju grant-secret --model testing secret:qu8j9135nmi78vqv007g s3-integrator
Apr 20 02:12:14 [32mINFO    [0m jubilant:_juju.py:308 cli: juju config --model testing s3-integrator credentials=secret:qu8j9135nmi78vqv007g endpoint=https://10.1.0.51 bucket=testbucket path=mysql region=default tls-ca-chain=LS0tLS1CRUdJTiBDRVJUSUZJQ0FURS0tLS0tCk1JSURqVENDQW5XZ0F3SUJBZ0lVWm5yNE9KVkFGVnVxVkZrQ1BGd1dzSHF1Um1jd0RRWUpLb1pJaHZjTkFRRUwKQlFBd1ZqRUxNQWtHQTFVRUJoTUNWVk14RHpBTkJnTlZCQWdNQmtSbGJtbGhiREVVTUJJR0ExVUVCd3dMVTNCeQphVzVuWm1sbGJHUXhEREFLQmdOVkJBb01BMFJwY3pFU01CQUdBMVVFQXd3Sk1UQXVNUzR3TGpVeE1CNFhEVEkyCk1EUXlNREF5TURFME5Gb1hEVEk1TURJd056QXlNREUwTkZvd1ZqRUxNQWtHQTFVRUJoTUNWVk14RHpBTkJnTlYKQkFnTUJrUmxibWxoYkRFVU1CSUdBMVVFQnd3TFUzQnlhVzVuWm1sbGJHUXhEREFLQmdOVkJBb01BMFJwY3pFUwpNQkFHQTFVRUF3d0pNVEF1TVM0d0xqVXhNSUlCSWpBTkJna3Foa2lHOXcwQkFRRUZBQU9DQVE4QU1JSUJDZ0tDCkFRRUF3Y01HejZDemFUdW9XT0Z3L0xzckhiNVNod043c1ExeHJ1bE5xK0xnYjE3T1hFM3VQNUE5OHphK3ozL1IKUHVtTitHdVRYT1p3WDA4b3psOGxjYWtnSGVnSGZxdGkxcDBJS09PK3FPV1dPYzNrbExxdHRXd0dPUTY5NXBaWApyTSsrQkVkQTh3ZmxzVUt0S1cvZ0hCSlR5OGxXNWVMdjJ1RUsvUmFtNTlWQm52MDV6eVhGWExvUjJma2pGcSttCmRPaGd2ZzZ0VE9uZU5VYXdZN0dLM2VxS2krU0t5NGJsYUdyUFlVamhOdDZZOEFvYVBGUURTZEczVHpVSFFIYUUKaXc5bzhCTEM1WXd2eDF2NCtGSmRmbTRnUDFFV1V4WEplWHlwV2hmeWdic0RtZ2lOSVY0SitneFRJcVdSYkRZRQpyRzFjMHB1d1k2ZjRaVDdxa3RwN2taczhxUUlEQVFBQm8xTXdVVEFkQmdOVkhRNEVGZ1FVVmgzdGpGSE9ub2xxCjFka3VtYkxiQnlMdXViY3dId1lEVlIwakJCZ3dGb0FVVmgzdGpGSE9ub2xxMWRrdW1iTGJCeUx1dWJjd0R3WUQKVlIwVEFRSC9CQVV3QXdFQi96QU5CZ2txaGtpRzl3MEJBUXNGQUFPQ0FRRUFTNldGS0piR1Ira1FRR3ZYNmhmTApEdGlZWk9iTVE1VmNxQTlEaHdxT1VaUlpLaFRHQUZhcE9aVTkzUFhjcGRPOW5pUU9sMEtLRWMybHpjc28xQnVzCmFad3p0YXI0YnB5N0RoMDZjZ3BaMVMvdkEvTzg4VC9kYk1GUEJ2a1JiSGFHS1Q0ZUhLcTM1MUs0UHBQQ3U3WjUKVmFYdTdFcFo5RWRuN2VsTEFWN2Y1anRtbTZFaTlzM3BZQUFvNFl5andsYlN2cWQ3Z0FVeDBIZVZsKy94eXcyagpiUDlaYVNFcWxZWWNvRGJmT3pSd01LS0F1dTByTDN3eXNqTGxnYWROUnh4TmZqcXNSZzlMZDB0VVUwakdhN2t5Clo2bm1nODRSam9SVWI3bXhjelhpUnpLeFhxMEZLbmpJdml1blk5bXFENGlvTUVnOElER0JvMnRzZEI0YlNKNWoKR3c9PQotLS0tLUVORCBDRVJUSUZJQ0FURS0tLS0tCg==
Apr 20 02:12:35 [32mINFO    [0m integration.integration.test_backup_ceph:test_backup_ceph.py:334 Listing existing backup ids
