Jun 24 02:25:15 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:16 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:16 [32mINFO    [0m jubilant:_juju.py:308 cli: juju run --model testing --format json mysql-k8s/0 get-cluster-status --wait 300s --params /root/snap/juju/common/tmpmn1itmn2
Jun 24 02:25:28 [32mINFO    [0m integration.integration.test_backup_ceph:test_backup_ceph.py:335 Inserting value before backup
Jun 24 02:25:28 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:29 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:29 [32mINFO    [0m jubilant:_juju.py:308 cli: juju run --model testing --format json mysql-k8s/0 get-cluster-status --wait 300s --params /root/snap/juju/common/tmp4cz79o5u
Jun 24 02:25:35 [32mINFO    [0m jubilant:_juju.py:308 cli: juju run --model testing --format json mysql-k8s/0 get-password --params /root/snap/juju/common/tmp_wtzk8ez
Jun 24 02:25:37 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:38 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:38 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:38 [32mINFO    [0m jubilant:_juju.py:308 cli: juju run --model testing --format json mysql-k8s/0 get-password --params /root/snap/juju/common/tmpz64h6ym_
Jun 24 02:25:41 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:41 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:41 [32mINFO    [0m jubilant:_juju.py:308 cli: juju status --model testing --format json
Jun 24 02:25:42 [32mINFO    [0m integration.integration.test_backup_ceph:test_backup_ceph.py:340 Setting s3 config and credentials
Jun 24 02:25:42 [32mINFO    [0m jubilant:_juju.py:308 cli: juju add-secret --model testing d632877a --file /root/snap/juju/common/tmpqrxkoryj
Jun 24 02:25:42 [32mINFO    [0m jubilant:_juju.py:308 cli: juju grant-secret --model testing secret:uh3is1huptddqsvgihkg s3-integrator
Jun 24 02:25:42 [32mINFO    [0m jubilant:_juju.py:308 cli: juju config --model testing s3-integrator credentials=secret:uh3is1huptddqsvgihkg endpoint=https://10.1.0.143 bucket=testbucket path=mysql-k8s region=default tls-ca-chain=LS0tLS1CRUdJTiBDRVJUSUZJQ0FURS0tLS0tCk1JSURqekNDQW5lZ0F3SUJBZ0lVQlE2ZHVZSDdVTnFIQWFvN3dXOGpSdENYejV3d0RRWUpLb1pJaHZjTkFRRUwKQlFBd1Z6RUxNQWtHQTFVRUJoTUNWVk14RHpBTkJnTlZCQWdNQmtSbGJtbGhiREVVTUJJR0ExVUVCd3dMVTNCeQphVzVuWm1sbGJHUXhEREFLQmdOVkJBb01BMFJwY3pFVE1CRUdBMVVFQXd3S01UQXVNUzR3TGpFME16QWVGdzB5Ck5qQTJNalF3TWpFNU1ETmFGdzB5T1RBME1UTXdNakU1TUROYU1GY3hDekFKQmdOVkJBWVRBbFZUTVE4d0RRWUQKVlFRSURBWkVaVzVwWVd3eEZEQVNCZ05WQkFjTUMxTndjbWx1WjJacFpXeGtNUXd3Q2dZRFZRUUtEQU5FYVhNeApFekFSQmdOVkJBTU1DakV3TGpFdU1DNHhORE13Z2dFaU1BMEdDU3FHU0liM0RRRUJBUVVBQTRJQkR3QXdnZ0VLCkFvSUJBUUNROEVaVWIyVVZUOTY0OVE0VG5zMU4ySUxHRHpRSmVpbmRLNmRFUlNtWFpuUUlpY044RnZ3RDBNNnoKNHhVS28wOTFVVHJNL3J1VEFabVNjNnNqWk10Mk9IWFBsWXlha2orNWhjWjZDOGRFS1ZpcUlyWXF3WjU1cTJtegpuakl0VVo1d0lERE1XdlN3TXB6dTdUTStPYlpVKzRPa0xSeUl5a0xmN1lmeHVMSTZ0M0pGZE1NNDF3c3BhdHVKCktqRWJWcDFDNkVDVjlaWXB5aTRtZ1k0Qy8rbnYraCt2VjVaWUF2SlE1SHVDMVY1a1dvZUhVVkFucGl2d0dma3IKbUUwT0VrL01Fc2Ezcjd1TlE2c3dwVUtzbmd5eXBZV21BMG5mWmNwSURkNFU4aEtOVmorZGp4bk1rVXZuNnl1ZwpSRWNHTUNrZDcwWUJPWEJKM2F5M1dWTVpEb2FQQWdNQkFBR2pVekJSTUIwR0ExVWREZ1FXQkJRYXRyOEw4MnZjCjJUeHYyb3U0WnBFMWdVNlZkVEFmQmdOVkhTTUVHREFXZ0JRYXRyOEw4MnZjMlR4djJvdTRacEUxZ1U2VmRUQVAKQmdOVkhSTUJBZjhFQlRBREFRSC9NQTBHQ1NxR1NJYjNEUUVCQ3dVQUE0SUJBUUFHckN3TVU4ZVovaXFrUTA1ZQo0UC9tTzhSazRxY00yb21TOWJFMUphNnlmcmdYWk9PaUJIZWYxRWY3ckUwa0kralhmWktqd3Avcjd2RFB1WDJFCllRbnhvWHdxUHRzOVdTajFvRFUwdCthR2pmSCtsQk9xUFp1SldTUm14UEsxbFJOa2dDdEQ2WTFkcTJITGhzQ04KcnJ1Mm9YOC9oVEdMdElaQmtXVmFEUmtvSVpBMTliK3c2UFc2NEcvMFVPQmRZcWhJRWJFZU5qTERIYVViVkFaTApjamFnM29QUzBrMGZTeTJzT1kzbm9zZUlPaWR6Y3AxdDUwRFRZcjdCMHZtZy93VkdIcW9RRXRmc0w3WEppUmdXCnFNL1NmR1g2RlhySVpEVmNTZnFaakRaMDd3YkY4MW8vcUh0V3I2Mm0za1VpZnl0OFRrZHczRjRENC96VHB5UGYKaFJwNgotLS0tLUVORCBDRVJUSUZJQ0FURS0tLS0tCg==
Jun 24 02:26:41 [32mINFO    [0m integration.integration.test_backup_ceph:test_backup_ceph.py:349 Listing existing backup ids
Jun 24 02:26:41 [32mINFO    [0m jubilant:_juju.py:308 cli: juju run --model testing --format json mysql-k8s/0 list-backups
Jun 24 02:26:45 [32mINFO    [0m integration.integration.test_backup_ceph:test_backup_ceph.py:356 Creating backup
